0.301608 0.372811 0.442681 0.403067 0.368421 0.292007 0.256875 0.289355 0.298774 0.358931 0.368806 0.328365 0.312250 0.286131 0.304048 0.364876 0.373297 0.381047 0.348576 0.355629 0.342464 0.361492 0.336340 0.330950 0.313307 0.325856 0.317343 0.329683 0.319940 0.312624 0.323637 0.309341 0.325164 0.331993 0.335395 0.345648 0.344818 0.344382 0.347852 0.372105
0.498931 0.395449 0.301608 0.351298 0.433462 0.373709 0.350023 0.312492 0.297440 0.345668 0.355389 0.337848 0.335318 0.341464 0.327918 0.348365 0.333495 0.338297 0.344393 0.349947 0.355881 0.361544 0.381325 0.335202 0.353311 0.334611 0.347525 0.338529 0.330463 0.346051 0.350161 0.341808 0.330723 0.324331 0.368664 0.340849 0.330127 0.337772 0.340009 0.332216
0.498931 0.447106 0.346274 0.372811 0.333349 0.332037 0.317315 0.319740 0.270785 0.298813 0.323328 0.352537 0.332528 0.346778 0.329668 0.308749 0.301887 0.301142 0.296345 0.310228 0.304453 0.319020 0.335863 0.324276 0.353983 0.341716 0.331095 0.305503 0.298575 0.295402 0.304891 0.301410 0.304367 0.307426 0.324090 0.362239 0.352457 0.343756 0.335811 0.351173
0.395449 0.349398 0.325344 0.304728 0.286748 0.311743 0.355772 0.387745 0.365759 0.347309 0.338593 0.324405 0.306545 0.301295 0.320342 0.325227 0.319861 0.310398 0.324281 0.345747 0.330070 0.344761 0.334577 0.324534 0.328491 0.359229 0.331954 0.324678 0.318004 0.311807 0.308670 0.317237 0.329492 0.323000 0.326029 0.317039 0.325208 0.319498 0.351296 0.347337
0.498931 0.346274 0.301608 0.333349 0.299469 0.245531 0.203755 0.234024 0.340564 0.354224 0.309168 0.340955 0.358964 0.341839 0.349356 0.374804 0.357303 0.329547 0.346143 0.313843 0.305292 0.321975 0.321321 0.313192 0.329497 0.359614 0.353147 0.389561 0.375938 0.402723 0.388531 0.409299 0.382547 0.353506 0.357007 0.352775 0.342025 0.330339 0.311458 0.307456
0.346274 0.261563 0.351298 0.319236 0.310875 0.288691 0.262253 0.286295 0.358205 0.316556 0.300366 0.333224 0.348678 0.338198 0.330232 0.336011 0.322869 0.305596 0.295645 0.299394 0.302927 0.299155 0.302431 0.305885 0.301864 0.325661 0.316963 0.328538 0.309511 0.303236 0.306148 0.300308 0.294893 0.292281 0.310884 0.299849 0.307712 0.297330 0.304543 0.299478
0.498931 0.301608 0.333349 0.270524 0.314336 0.262993 0.299174 0.340545 0.299861 0.280408 0.320169 0.300778 0.292030 0.316354 0.308308 0.315295 0.300469 0.312268 0.289724 0.294134 0.289328 0.280584 0.308076 0.325071 0.307393 0.312062 0.332490 0.321508 0.311764 0.316142 0.335114 0.289361 0.301986 0.295891 0.298637 0.287511 0.289907 0.297858 0.282701 0.297383
0.301608 0.261563 0.389085 0.310875 0.245468 0.267239 0.235443 0.240579 0.245984 0.263374 0.251347 0.262004 0.267078 0.277649 0.266381 0.256528 0.270968 0.260967 0.265066 0.274071 0.248584 0.241519 0.244635 0.255145 0.266773 0.299279 0.279501 0.263705 0.287348 0.278830 0.291609 0.310639 0.300415 0.295387 0.313099 0.298108 0.311111 0.325686 0.315471 0.298358
0.447106 0.261563 0.225381 0.278091 0.252556 0.291402 0.266762 0.245619 0.268247 0.258932 0.301204 0.283125 0.267385 0.274185 0.297481 0.329070 0.312416 0.328033 0.347615 0.313585 0.330755 0.299225 0.312863 0.308116 0.322343 0.296027 0.307429 0.315149 0.306964 0.318825 0.322636 0.314041 0.306383 0.317460 0.302763 0.313281 0.328077 0.320262 0.331571 0.344236
0.500000 0.447106 0.395449 0.301608 0.372811 0.299469 0.314336 0.286554 0.333775 0.344292 0.321479 0.302358 0.330226 0.307800 0.307506 0.330167 0.314756 0.313783 0.311812 0.317067 0.322387 0.327770 0.316378 0.297696 0.282350 0.264018 0.283213 0.303900 0.316084 0.304030 0.315378 0.323437 0.315225 0.322207 0.314672 0.307794 0.301432 0.307067 0.316436 0.330471
0.500000 0.498931 0.479616 0.479228 0.396852 0.432566 0.408969 0.388498 0.370516 0.354791 0.328198 0.316677 0.306314 0.287883 0.279434 0.283810 0.296378 0.292460 0.285294 0.320365 0.334145 0.329630 0.348726 0.322377 0.311738 0.311029 0.323742 0.326692 0.313973 0.316837 0.322184 0.330896 0.324851 0.319567 0.336361 0.333143 0.327538 0.324565 0.332338 0.327118
0.284665 0.259228 0.313801 0.267375 0.292560 0.323216 0.302543 0.340896 0.300871 0.288887 0.351179 0.330754 0.337219 0.324151 0.343639 0.336039 0.324180 0.304326 0.281608 0.291564 0.302638 0.315470 0.306748 0.319408 0.351298 0.339476 0.329033 0.315119 0.318921 0.311148 0.322398 0.313752 0.336995 0.328548 0.345567 0.336688 0.328762 0.340591 0.335984 0.328531
0.498931 0.395449 0.346274 0.346343 0.314984 0.332565 0.378480 0.369791 0.346172 0.335655 0.310674 0.297440 0.257031 0.269735 0.260974 0.282316 0.333774 0.354317 0.327917 0.317001 0.307481 0.325810 0.315728 0.333396 0.323897 0.311785 0.318601 0.311326 0.307877 0.301670 0.331565 0.323938 0.316934 0.319996 0.302017 0.309948 0.306957 0.320264 0.314418 0.326113
0.447106 0.454941 0.389558 0.317830 0.265897 0.315485 0.284822 0.306671 0.300252 0.287576 0.294276 0.313361 0.300486 0.340881 0.302114 0.291875 0.278145 0.270081 0.304301 0.303648 0.295343 0.291630 0.302743 0.294953 0.287927 0.301317 0.308625 0.304588 0.308033 0.301042 0.311161 0.329931 0.321946 0.325487 0.292256 0.278742 0.280806 0.284810 0.300329 0.295597
0.447106 0.346274 0.311238 0.361433 0.302655 0.283263 0.345077 0.322403 0.312854 0.275264 0.315582 0.322506 0.303937 0.292108 0.297118 0.306924 0.296134 0.311983 0.322414 0.305406 0.288050 0.300358 0.317407 0.292922 0.316168 0.345920 0.334791 0.351179 0.376919 0.363417 0.351510 0.341229 0.345737 0.320545 0.313758 0.307496 0.319461 0.313047 0.325510 0.318914
0.500000 0.498931 0.447106 0.225381 0.341896 0.331177 0.318025 0.351736 0.329341 0.288399 0.281442 0.286773 0.327164 0.312200 0.318647 0.316672 0.336618 0.360162 0.359260 0.331935 0.311175 0.315492 0.291303 0.290512 0.300547 0.315377 0.293872 0.303535 0.314286 0.300258 0.288431 0.291201 0.285885 0.293720 0.305170 0.299176 0.288426 0.301339 0.296058 0.303528
0.301608 0.210917 0.183425 0.311516 0.335219 0.331580 0.322350 0.265938 0.287897 0.293203 0.313561 0.299573 0.320008 0.305924 0.350641 0.358824 0.368243 0.398789 0.377898 0.345118 0.373102 0.349948 0.377238 0.363206 0.350782 0.326003 0.338656 0.329756 0.342752 0.357826 0.347412 0.334252 0.346608 0.376451 0.400768 0.407411 0.382250 0.372011 0.318268 0.309288
0.395449 0.424870 0.383179 0.346343 0.332565 0.306771 0.344464 0.298454 0.325943 0.357744 0.317549 0.308612 0.302448 0.290278 0.315115 0.336401 0.333980 0.356360 0.341058 0.316039 0.332985 0.339242 0.316742 0.336673 0.316119 0.320386 0.324385 0.315394 0.307371 0.318986 0.331144 0.323116 0.309097 0.306039 0.295035 0.311346 0.305778 0.310997 0.305173 0.296009
0.500000 0.581976 0.511523 0.478299 0.316860 0.326787 0.312013 0.298267 0.300003 0.318524 0.338522 0.313576 0.337814 0.325963 0.338027 0.355685 0.355663 0.373176 0.321356 0.310736 0.320278 0.330673 0.317017 0.326269 0.329317 0.339472 0.350602 0.346735 0.342981 0.353651 0.365379 0.368970 0.401660 0.382310 0.366419 0.359501 0.353098 0.341666 0.357805 0.341686
0.447106 0.301608 0.325522 0.289820 0.344798 0.311238 0.282883 0.281474 0.293072 0.314848 0.335490 0.346725 0.309679 0.300652 0.322544 0.329044 0.343609 0.314238 0.304262 0.295355 0.280201 0.273575 0.267410 0.319478 0.334426 0.324042 0.314804 0.299226 0.286327 0.280631 0.275331 0.288399 0.282307 0.277474 0.284532 0.279577 0.286916 0.313161 0.324058 0.320197
0.447106 0.395449 0.346274 0.301608 0.261563 0.325522 0.351298 0.319236 0.244020 0.214975 0.284284 0.251621 0.260327 0.303642 0.312655 0.270294 0.259472 0.249745 0.298995 0.337264 0.335367 0.321665 0.309782 0.315297 0.320375 0.314749 0.314317 0.318914 0.309652 0.323200 0.328068 0.309838 0.298472 0.286076 0.280600 0.297661 0.297019 0.293848 0.296545 0.311330
0.498931 0.447106 0.346274 0.301608 0.332355 0.246992 0.265326 0.286421 0.318767 0.330584 0.327991 0.308154 0.326363 0.331985 0.320578 0.325296 0.342488 0.330637 0.335798 0.325133 0.315672 0.329499 0.345552 0.351093 0.339812 0.329822 0.320947 0.313017 0.324904 0.302785 0.327453 0.312735 0.323272 0.316036 0.300803 0.295627 0.303264 0.305828 0.317088 0.302932
0.498931 0.363791 0.331226 0.290392 0.351428 0.310248 0.347109 0.328060 0.356804 0.337463 0.313858 0.335310 0.320616 0.307880 0.296533 0.281544 0.319643 0.299099 0.329771 0.340784 0.360432 0.346717 0.334837 0.329618 0.311648 0.304043 0.322876 0.327172 0.319017 0.326855 0.309104 0.305833 0.311265 0.300242 0.316798 0.319616 0.313614 0.322556 0.316374 0.319007
0.498931 0.333349 0.299469 0.350986 0.349173 0.301736 0.311177 0.343174 0.334797 0.366934 0.326736 0.310953 0.297214 0.279816 0.284901 0.290037 0.347493 0.332271 0.307359 0.301971 0.292738 0.306715 0.292364 0.319313 0.334987 0.331034 0.322318 0.326161 0.310813 0.333309 0.324911 0.332179 0.317477 0.327593 0.331314 0.317477 0.305933 0.308383 0.311134 0.313643
0.498931 0.395449 0.383179 0.324374 0.403776 0.386540 0.325346 0.318305 0.348726 0.333383 0.303842 0.302365 0.306714 0.302191 0.306182 0.319398 0.352123 0.340117 0.329467 0.319952 0.303813 0.278822 0.273616 0.283881 0.278581 0.273611 0.283400 0.299986 0.309481 0.302958 0.323599 0.335722 0.349268 0.323765 0.307364 0.315902 0.328615 0.321840 0.331167 0.327693
0.447106 0.395449 0.332565 0.306771 0.285037 0.356312 0.353528 0.332343 0.314548 0.298997 0.306566 0.329443 0.306106 0.293960 0.288855 0.305161 0.310565 0.294369 0.285200 0.298645 0.289322 0.303026 0.298350 0.312538 0.328872 0.307746 0.307254 0.315145 0.318926 0.295645 0.288926 0.306493 0.309576 0.312769 0.306134 0.308998 0.318868 0.311629 0.306096 0.300955
0.500000 0.372811 0.270524 0.283531 0.238208 0.305942 0.282392 0.253666 0.280008 0.262391 0.288015 0.305048 0.287121 0.313119 0.294883 0.338815 0.304110 0.290323 0.278371 0.296228 0.316575 0.302467 0.290213 0.270047 0.274061 0.312080 0.329987 0.287998 0.289562 0.293076 0.318028 0.372076 0.315441 0.307757 0.332252 0.323373 0.315256 0.308042 0.304744 0.314622
0.500000 0.498931 0.447106 0.395449 0.261563 0.291790 0.280951 0.315101 0.283081 0.319787 0.329178 0.277694 0.284812 0.290674 0.282805 0.310229 0.302611 0.302082 0.291190 0.291129 0.327584 0.295362 0.325047 0.312364 0.303482 0.295341 0.288078 0.298967 0.295159 0.284745 0.287667 0.274079 0.281768 0.284238 0.286807 0.315090 0.289605 0.297850 0.307035 0.300838
